airport_ident,length_ft,surface,lighted,closed
SNKB,2625,ASP,0,0
SNKC,3281,ASP,0,0
SNKD,3150,ASP,0,0
SNKE,2625,Earth,0,0
SNKF,3150,ASP,0,0
SNKH,3445,ASP,0,0
SNKI,3937,ASPH,1,0
SNKJ,4429,GRS,0,0
SNKK,3281,ASP,0,0
SNKN,3412,ASP,0,0
SNKO,3609,ASP,0,0
SNKR,3281,ASP,0,0
SNKS,2625,ASP,0,0
SNKU,2297,GRE,0,0
SNKV,1673,ASP,0,0
SNKY,2953,PI├ç,0,0
SNL3,2297,GRS,0,0
SNL4,3937,Earth,0,0
SNL7,3609,GVL,0,0
SNL9,2165,Earth,0,0
SNLA,4836,ASP,0,0
SNLG,4134,ASP,0,0
SNLI,3937,ASP,0,0
SNLL,66,CON,0,0
SNLN,6102,ASPH,1,0
SNLO,3510,ASP,0,0
SNLQ,4921,ASP,0,0
SNLR,69,CON,0,0
SNLT,3478,ASP,0,0
SNLU,1411,Earth,0,0
SNLY,3281,ASP,0,0
SNLZ,3294,GRE,0,0
SNM3,3937,Earth,0,0
SNM4,9281,Earth,0,0
SNM6,3281,GVL,0,0
SNM8,3938,Earth,0,0
SNM9,3281,GVL,0,0
SNMA,4675,ASP,0,0
SNMC,4324,ASP,0,0
SNMD,2297,CON,0,0
SNME,2575,ASP,0,0
SNMF,2615,GRE,0,0
SNMG,59,CON,0,0
SNMI,5741,ASP,0,0
SNMJ,4265,ASP,0,0
SNMK,4987,ASP,0,0
SNML,3281,GRE,0,0
SNMN,2411,Earth,0,0
SNMP,3281,ASP,0,0
SNMQ,59,CON,0,0
SNMR,2625,SAND,0,0
SNMU,4593,ASPH,0,0
SNMV,3281,GRS,0,0
SNMX,4429,ASPH,1,0
SNMZ,4298,ASP,0,0
SNN2,69,GRS,1,0
SNN7,3741,Earth,0,0
SNNB,3445,CON,0,0
SNNC,3281,ASP,0,0
SNNE,2034,GRE,0,0
SNNF,2953,ASP,0,0
SNNJ,3937,ASP,0,0
SNNM,2953,GRE,0,0
SNNO,2789,GRS,0,0
SNNP,3937,GRS,0,0
SNNU,4003,ASP,0,0
SNNX,3281,GVL,0,0
SNNX,2887,GRS,0,1
SNOB,3389,ASP,0,0
SNOC,3281,ASP,0,0
SNOD,1906,ASP,0,0
SNOE,3937,ASP,0,0
SNOF,3543,GRS,0,0
SNOG,3937,ASP,0,0
SNOI,2953,GRS,0,0
SNOK,3117,ASP,0,0
SNOL,4757,GVL,0,0
SNOM,3609,ASP,0,0
SNON,79,CON,0,0
SNOQ,3117,Earth,0,0
SNOS,4921,ASP,0,0
SNOT,3937,GRS,0,0
SNOU,3937,ASP,0,0
SNOV,1969,ASP,0,0
SNOW,3609,GRE,0,0
SNOX,5249,ASP,0,0
SNOZ,3281,ASP,0,0
SNPA,4134,ASPH,0,0
SNPC,5741,ASP,1,0
SNPD,5577,ASP,0,0
SNPI,4429,ASP,0,0
SNPJ,3937,ASP,0,0
SNPK,64,GRS,0,0
SNPL,3609,GRE,0,0
SNPN,3609,GRE,0,0
SNPO,3937,GRE,0,0
SNPP,2690,ASP,0,0
SNPQ,3281,SAND,0,0
SNPR,66,CON,0,0
SNPS,3937,ASP,0,0
SNPU,3855,ASP,0,0
SNPV,1640,GRS,0,0
SNPX,4856,ASP,0,0
SNPY,5249,ASP,0,0
SNPZ,3281,GRE,0,0
SNQ4,69,CON,0,0
SNQ6,3281,GVL,0,0
SNQ9,3611,GVL,0,0
SNQA,2625,ASP,0,0
SNQC,64,Concrete,0,0
SNQD,3937,ASP,0,0
SNQE,2493,ASP,0,0
SNQG,5906,ASP,0,0
SNQH,79,Turf,0,0
SNQI,3609,ASP,0,0
SNQK,59,CON,0,0
SNQM,3937,ASP,0,0
SNQN,3302,Asphalt,0,0
SNQP,2953,GRS,0,0
SNQR,2625,GRS,0,0
SNQS,2953,GRS,0,0
SNQT,2789,GRS,0,0
SNQU,4593,ASP,0,0
SNQV,3937,ASP,0,0
SNQW,3232,ASP,0,0
SNQX,3937,ASP,0,0
SNQY,59,CON,0,0
SNR2,4266,Earth,0,0
SNR3,2953,GVL,0,0
SNR6,3840,Pi├ºarra,0,0
SNR7,3281,Earth,0,0
SNR8,3353,Earth,0,0
SNR9,50,CON,0,0
SNRB,3150,ASP,0,0
SNRC,62,CON,0,0
SNRD,3822,ASP,0,0
SNRE,4265,ASP,0,0
SNRF,69,Concrete,1,0
SNRG,62,CON,0,0
SNRI,89,CON,0,0
SNRL,59,GRS,0,0
SNRM,4429,ASP,0,0
SNRN,3609,GRE,0,0
SNRP,3609,GRE,0,0
SNRQ,2953,GRE,0,0
SNRR,3379,ASP,0,0
SNRU,5906,ASP,0,0
SNRV,2625,ASP,0,0
SNRX,3937,ASP,0,0
SNRY,59,CON,0,0
SNRZ,3887,ASP,0,0
SNS3,3413,GVL,0,0
SNS6,2954,GVL,0,0
SNSC,3937,GRE,0,0
SNSD,3937,GRE,0,0
SNSE,3609,ASP,0,0
SNSF,3937,GRE,0,0
SNSG,4265,ASP,0,0
SNSH,4921,ASP,0,0
SNSI,2625,GRE,0,0
SNSJ,2625,ASP,0,0
SNSL,2953,GVL,0,0
SNSM,6102,ASP,0,0
SNSO,3018,ASP,0,0
SNSQ,62,CON,0,0
SNSR,3609,ASP,0,0
SNSS,4856,ASP,0,0
SNST,3937,ASP,0,0
SNSU,3117,GVL,0,0
SNSW,3609,ASP,0,0
SNSX,2789,GRS,0,0
SNSY,2625,GRS,0,0
SNT2,3607,Earth,0,0
SNT3,2953,GVL,0,0
SNT4,3933,ASP,0,0
SNT6,4921,Earth,0,0
SNT7,2953,GVL,0,0
SNT8,4594,Earth,0,0
SNT9,3557,Earth,0,0
SNTA,3609,GRE,0,0
SNTD,4364,ASP,0,0
SNTE,74,GRS,0,0
SNTF,4790,ASPH,1,0
SNTH,64,CON,0,0
SNTI,4987,ASP,0,0
SNTK,2625,Earth,0,0
SNTK,3281,ASP,0,1
SNTL,2592,Graded earth,0,0
SNTM,3281,GRE,0,0
SNTO,3904,ASP,0,0
SNTP,4265,ASP,0,0
SNTQ,5249,ASP,0,0
SNTR,4068,ASP,0,0
SNTS,5249,ASP,0,0
SNTY,3740,ASP,0,0
SNU2,78,CON,1,0
SNUB,3543,ASP,0,0
SNUC,4921,ASP,0,0
SNUG,2625,GRE,0,0
SNUH,3658,GRS,0,0
SNUI,3937,ASP,0,0
SNUN,3871,ASP,0,0
SNUP,2625,ASP,0,0
SNUQ,69,MET,0,0
SNUS,2133,ASP,0,0
SNUT,4659,ASP,0,0
SNUX,3281,GRE,0,0
SNUZ,2953,ASP,0,0
SNVA,4035,ASP,0,0
SNVB,5906,ASP,0,0
SNVC,2953,ASP,0,0
SNVD,3937,ASP,0,0
SNVF,59,CON,0,0
SNVH,2953,ASP,0,0
SNVI,4265,ASP,1,0
SNVN,2625,GRS,0,0
SNVO,3281,GRE,0,0
SNVR,4265,ASP,0,0
SNVS,5249,ASP,0,0
SNVT,69,MET,0,0
SNVU,1640,GRS,0,0
SNVV,3281,ASP,0,0
SNVW,2887,GRS,0,0
SNVX,66,CON,0,0
SNVY,3281,GRS,0,0
SNWC,3117,ASP,0,0
SNWD,2887,GRS,0,0
SNWF,3215,GRS,0,0
SNWG,2625,GRS,0,0
SNWH,1804,GRS,0,0
SNWI,2854,GRS,0,0
SNWJ,2953,GRS,0,0
SNWK,2625,GRS,0,0
SNWM,3281,Earth,0,0
SNWN,2625,GVL,0,0
SNWO,2953,GRE,0,0
SNWR,3117,ASP,0,0
SNWS,4921,ASP,0,0
SNWU,2887,GRS,0,0
SNWV,62,GRS,0,0
SNWW,79,GRS,0,0
SNXB,4921,ASP,0,0
SNXC,79,CON,0,0
SNXE,1969,GRS,0,0
SNXF,1969,GRS,0,0
SNXG,4593,ASP,0,0
SNXH,4839,ASP,0,0
SNXJ,59,MET,0,0
SNXK,3937,ASP,0,0
SNXL,4921,Clay,0,0
SNXQ,4659,ASP,0,0
SNXR,2625,GRE,0,0
SNXV,4921,ASP,0,0
SNXX,7218,ASP,0,0
SNXY,3937,ASP,0,0
SNYA,3937,Pi├ºarra gravel,0,0
SNYB,5906,ASP,0,0
SNYE,5709,ASP,0,0
SNYF,3937,SAN (Pi├ºarra),0,0
SNYG,66,CON,0,0
SNYH,4593,ASP,0,0
SNYI,2789,GRE,0,0
SNYJ,1476,GVL,0,0
SNYJ,1969,ASP,0,1
SNYK,66,CON,0,0
SNYP,3150,ASP,0,0
SNYR,3117,GVL,0,0
SNYS,4593,GRE,0,0
SNYT,4921,ASP,0,0
SNYU,5299,ASP,0,0
SNYV,3196,ASP,0,0
SNYW,2625,ASP,0,0
SNZA,4199,ASP,0,0
SNZC,2953,GRS,0,0
SNZE,2297,ASP,0,0
SNZH,4593,GRS,0,0
SNZI,64,CON,1,0
SNZK,5118,ASP,0,0
SNZM,66,CON,0,0
SNZO,2625,ASP,0,0
SNZR,4921,ASP,0,0
SNZT,2953,ASP,0,0
SNZU,2854,ASP,0,0
SNZV,2461,ASP,0,0
SNZW,2789,ASP,0,0
SNZX,66,CON,0,0
SNZZ,2625,ASP,0,0
SOCA,10486,ASP,1,0
SOOA,3935,CON,0,0
SOOG,3937,CON,0,0
SOOR,2625,ASP,0,0
SOOY,1640,Grass,0,0
SOR,,,0,1
SOR,,,0,1
SPAB,3600,ASP,0,0
SPAC,5249,UNK,0,0
SPAS,6749,ASP,1,0
SPAY,4921,ASP,0,0
SPBC,5905,ASP,0,0
SPBL,3871,ASP,0,0
SPBR,4429,ASP,0,0
SPCL,9186,ASP,1,0
SPDR,6075,ASP,0,0
SPEE,3956,ASP,0,0
SPEO,5905,ASP,1,0
SPEP,5922,ASP,0,0
SPEQ,5905,ASP,0,0
SPGB,4921,ASP,0,0
SPGM,6890,,0,0
SPGP,4219,ASP,0,0
SPHI,8266,ASP,1,0
SPHO,9186,ASP,1,0
SPHY,8202,ASP,1,0
SPHZ,10007,ASP,0,0
SPIM,11506,CON,1,0
SPIM,11417,CONC,0,0
SPJA,6168,ASP,1,0
SPJE,7874,ASP,0,0
SPJI,6562,ASP,0,0
SPJJ,9220,ASP,0,0
SPJL,13779,ASP,1,0
SPJN,6562,,0,0
SPJR,8201,ASP,1,0
SPLC,13064,ASP,0,0
SPLN,5915,ASP,0,0
SPLO,8202,ASP,0,0
SPLP,8019,ASP,1,0
SPME,8202,ASP,1,0
SPMF,5775,ASP,0,0
SPMS,5912,ASP,1,0
SPNC,8202,ASP,0,0
SPOY,4900,Asphalt dirt,0,0
SPPY,6496,ASP,0,0
SPQT,8202,CON,1,0
SPQU,9777,ASP,1,0
SPRM,3281,ASP,0,0
SPRU,9920,ASP,1,0
SPSO,9908,ASP,1,0
SPST,8530,ASP,1,0
SPTN,8202,ASP,1,0
SPTU,11482,CON,1,0
SPUR,8202,ASP,1,0
SPYL,8038,ASP,1,0
SPZA,3355,ASP,1,0
SPZO,11146,ASP,1,0
SRV,2601,GRVL-DIRT-F,0,0
SS1,6000,Water,0,0
SS1,3500,WATER,0,0
SS22,3282,GVL,0,0
SS23,1312,Earth,0,0
SS24,64,CON,0,0
SS25,3937,Earth,0,0
SS26,79,ASP,0,0
SS28,3115,Earth,0,0
SS2C,3606,Earth,0,0
SS2E,3939,GVL,0,0
SS2F,69,CON,1,0
SS2G,3281,Earth,0,0
SS2I,54,CON,0,0
SS2K,59,ASP,0,0
SS2L,66,CON,0,0
SS2M,2625,GVL,0,0
SS2N,3939,ASP,0,0
SS2O,4595,Earth,0,0
SS2P,1641,Earth,0,0
SS2R,2953,GVL,0,0
SS2S,3281,Earth,0,0
SS2T,2461,Earth,0,0
SS2U,3281,GVL,0,0
SS2V,3609,GRS,0,0
SS2W,3610,Earth,0,0
SS2X,2625,GVL,0,0
SS2Y,3931,Earth,0,0
SS2Z,2625,GVL,0,0
SS32,4264,Earth,0,0
SS33,3087,Earth,0,0
SS34,3937,Earth,0,0
SS36,64,CON,1,0
SS37,3937,Earth,0,0
SS38,1969,GRS,0,0
SS39,3280,GVL,0,0
SS3B,3283,Earth,0,0
SS3C,2953,GVL,0,0
SS3D,3283,Pi├ºarra,0,0
SS3E,4758,ASP,0,0
SS3F,59,CON,1,0
SS3G,2297,Earth,0,0
SS3J,66,CON,0,0
SS3K,3939,GVL,0,0
SS3N,59,CON,1,0
SS3O,59,CON,0,0
SS3P,3281,GVL,0,0
SS3Q,2954,Earth,0,0
SS3R,3279,Earth,0,0
SS3S,2298,GRS,0,0
SS3T,3608,Earth,0,0
SS3U,2461,GVL,0,0
SS3V,66,CON,1,0
SS3W,1576,ASP,0,0
SS3X,72,CON,1,0
SS3Y,85,CON,1,0
SS3Z,2624,Pi├ºarra,0,0
SS42,2625,Earth,0,0
SS43,2132,Earth,0,0
SS44,2953,Earth,0,0
SS46,3773,GVL,0,0
SS48,3281,GVL,0,0
SS49,3282,Earth,0,0
SS4A,4594,GVL,0,0
SS4B,69,CON,1,0
SS4C,2294,Earth,0,0
SS4E,59,CON,1,0
SS4G,64,CON,1,0
SS4H,3605,Earth,0,0
SS4I,2680,Pi├ºarra,0,0
SS4J,59,CON,0,0
SS4N,3937,ASP,0,0
SS4O,3281,Earth,0,0
SS4P,3278,Earth,0,0
SS4U,3282,Pi├ºaara,0,0
SS8A,3117,Earth,0,0
SS8B,66,CON,0,0
SS8D,69,CON,1,0
SS8E,2954,GVL,0,0
SS8F,2789,Earth,0,0
SS8G,2955,Earth,0,0
SS8L,3775,GRS,0,0
SS8M,2587,Earth,0,0
SS8N,2789,ASP,0,0
SS8P,78,CON,1,0
SSAA,64,Concrete,0,0
SSAB,3937,ASP,0,0
SSAD,5906,ASP,0,0
SSAE,3281,GRE,0,0
SSAF,3281,GRS,0,0
SSAG,2953,GRE,0,0
SSAK,2461,GRS,0,0
SSAK,2625,GRS,0,0
SSAN,3281,ASP,0,0
SSAP,4593,ASP,0,0
SSAQ,3543,GRS,0,0
SSAQ,3084,GRS,0,0
SSAR,2297,GRE,0,0
SSAU,2133,GRS,0,0
SSAV,3281,GVL,0,0
SSAY,3281,ASP,0,0
SSAZ,79,CONC,0,0
SSBC,3937,ASP,0,0
SSBF,3281,ASP,0,0
SSBG,3281,GRE,0,0
SSBK,3707,GRS,0,0
SSBL,4590,ASP,0,0
SSBN,3618,Asphalt,0,0
SSBP,59,CON,1,0
SSBQ,2369,ASP,0,0
SSBR,4265,ASP,0,0
SSBT,3281,Earth,0,0
SSBU,2953,Earth,0,0
SSBV,4265,ASP,0,0
SSBW,1804,GRS,0,0
SSBX,2461,GRS,0,0
SSBY,4593,ASP,0,0
SSCA,3937,GRS,0,0
SSCB,2789,ASP,0,0
SSCD,6562,ASP,0,0
SSCE,2100,GRS,0,0
SSCE,1969,GRS,0,0
SSCE,1870,GRASS,0,0
SSCF,2953,GRE,0,0
SSCH,3609,GRE,0,0
SSCI,4265,ASP,0,0
SSCJ,2625,GVL,0,0
SSCK,4856,ASP,0,0
SSCL,2953,ASP,0,0
SSCM,3937,ASP,0,0
SSCN,4134,ASP,0,0
SSCO,2625,GRE,0,0
SSCP,4593,ASP,0,0
SSCQ,4921,ASP,1,0
SSCR,4593,ASP,0,0
SSCT,3937,ASP,0,0
SSCU,2953,ASP,0,0
SSCW,3281,GRS,0,0
SSCX,3281,GRE,0,0
SSCY,59,CON,1,0
SSDA,,,0,0
SSDD,89,CON,0,0
SSDG,3281,GRE,0,0
SSDI,2953,ASP,0,0
SSDK,4200,concrete,0,0
SSDL,3281,Pi├ºarra,0,0
SSDP,3937,ASP,0,0
SSDQ,2297,GRS,0,0
SSDT,3281,ASP,0,0
SSDV,3609,GRS,0,0
SSDW,3609,GVL,0,0
SSDX,1969,GRE,0,0
SSEB,3904,GVL,0,0
SSEC,59,CONC,0,0
SSED,2717,ASP,0,0
SSEE,1870,GRS,0,0
SSEF,1969,TER,0,0
SSEJ,59,CON,0,0
SSEK,2625,GRE,0,0
SSEN,66,CON,0,0
SSEO,3281,GRE,0,0
SSEP,3740,GRE,0,0
SSEQ,2953,GRS,0,0
SSER,4199,ASP,0,0
SSEU,2953,GVL,0,0
SSEV,1969,GRS,0,0
SSEW,2625,GRASS,0,0
SSEX,3117,GVL,0,0
SSEZ,2339,GRE,0,0
SSFA,4921,ASP,0,0
SSFB,4331,ASP,0,0
SSFD,3937,GRS,0,0
SSFE,3100,ASP,0,0
SSFG,3937,GRE,0,0
SSFH,2297,TER,0,0
SSFJ,2789,GRS,0,0
SSFK,3346,ASP,0,0
SSFL,4921,ASP,0,0
SSFO,2625,GRS,0,0
SSFR,5643,ASP,0,0
SSFX,2461,GRS,0,0
SSFY,85,CON,0,0
SSGA,3937,ASP,0,0
SSGB,3281,ASP,0,0
SSGE,3340,GRE,0,0
SSGF,3445,ASP,0,0
SSGH,3445,ASP,0,0
SSGJ,3117,GRE,0,0
SSGL,2756,TER,0,0
SSGM,2625,GRE,0,0
SSGN,3281,GRS,0,0
SSGO,3921,ASP,0,0
SSGP,2297,GRS,0,0
SSGT,2953,GRE,0,0
SSGU,2690,GRS,0,0
SSGV,59,CONC,1,0
SSGW,3278,ASP,0,0
SSGX,2953,GRS,0,0
SSGY,4265,ASP,0,0
SSGZ,3281,GRS,0,0
SSHA,3937,ASP,0,0
SSHD,2493,GRS,0,0
SSHE,5249,ASP,0,0
SSHG,3937,ASP,0,0
SSHH,59,ASP,0,0
SSHK,4429,GRE,0,0
SSHL,2625,GRE,0,0
SSHM,59,CON,0,0
SSHN,3281,GRS,0,0
SSHR,59,CON,0,0
SSHS,59,CON,0,0
SSHT,3937,GRASS,0,0
SSHU,2297,GRS,0,0
SSHV,3773,Earth,0,0
SSHX,4167,ASP,0,0
SSHZ,3445,ASP,0,0
SSIC,2461,ASP,0,0
SSIE,4921,GVL,0,0
SSIF,4265,ASP,0,0
SSIH,3281,GRE,0,0
SSIJ,4200,ASP,0,0
SSIP,2953,GRS,0,0
SSIQ,3169,GRS,0,0
SSIR,2493,GRE,0,0
SSIS,3281,ASP,0,0
SSIT,66,CONC,0,0
SSIU,1969,GRS,0,0
SSIW,1640,ASP/GRS,0,0
SSIX,3281,ASP,0,0
SSIZ,62,CONC,0,0
SSJA,4396,ASP,1,0
SSJB,3610,Earth,0,0
SSJC,2297,GRS,0,0
SSJF,82,CON,0,0
SSJG,2297,GRS,0,0
SSJH,3510,GRS,0,0
SSJI,3117,ASP,0,0
SSJJ,2559,GRE,0,0
SSJK,3904,GRE,0,0
SSJM,4921,ASP,0,0
SSJO,2165,GRS,0,0
SSJP,1969,ASP,0,0
SSJQ,4265,TER,0,0
SSJS,72,CON,0,0
SSJV,2165,GRS,0,0
SSJW,2461,GRE,0,0
SSJX,2953,GRS,0,0
SSJY,2165,GRS,0,0
SSJZ,2822,GRS,0,0
SSKA,1969,GRS,0,0
SSKB,2461,GRS,0,0
SSKC,1969,GRE,0,0
SSKE,2461,GRS,0,0
SSKF,3281,GRS,0,0
SSKG,3609,ASP,0,0
SSKH,2625,GRS,0,0
SSKI,2953,GRS,0,0
SSKK,2297,GRS,0,0
SSKM,4495,ASP,1,0
SSKP,2533,GRE,0,0
SSKQ,3281,GRVL,0,0
SSKR,2953,TER,0,0
SSKS,3346,ASP,0,0
SSKT,2953,ASP,0,0
SSKU,3281,GRE,0,0
SSKW,6890,ASPH,0,0
SSKX,3773,GRASS,0,0
SSKY,3937,GRVL,0,0
SSKZ,5118,ASP,0,0
SSLB,1837,GRS,0,0
SSLD,2625,GRS,0,0
SSLE,79,CON,0,0
SSLG,3937,GRE,0,0
SSLH,69,CON,0,0
SSLL,2625,GRS,0,0
SSLN,3609,ASP,0,0
SSLO,3609,ASP,0,0
SSLP,3281,ASP,0,0
SSLQ,3281,GRS,0,0
SSLR,2133,GRE,0,0
SSLT,3937,ASP,0,0
SSLU,2297,GRS,0,0
SSLX,3281,GRS,0,0
SSLY,59,CONC,0,0
SSMC,2953,GRS,0,0
SSME,3281,GRS,0,0
SSMG,69,CONC,0,0
SSMH,1969,GRS,0,0
SSMJ,2625,GRS,0,0
SSMK,1312,GRS,0,0
SSMP,2297,GRS,0,0
SSMQ,66,CONC,0,0
SSMR,3937,ASP,0,0
SSMT,3199,ASP,0,0
SSMU,59,GRS,0,0
SSMV,2592,TER,0,0
SSMW,1969,GRS,0,0
SSMX,2116,TER,0,0
SSMY,3281,ASP,0,0
SSMZ,3937,GRVL,0,0
SSNA,3609,ASP,0,0
SSNB,3937,ASP,0,0
SSND,4593,GRVL,0,0
SSNF,2165,ASP,0,0
SSNG,3018,GRS,0,0
SSNH,3937,GRE,0,0
SSNI,3281,GRS,0,0
SSNJ,3615,GRASS,0,0
SSNK,3445,ASP,0,0
SSNM,3937,GVL,0,0
SSNP,3281,ASP,0,0
SSNQ,3937,GRS,0,0
SSNR,3281,GRS,0,0
SSNS,4921,GVL,0,0
SSNU,2953,GRE,0,0
SSNV,1804,GRS,0,0
SSNW,4593,ASP,0,0
SSNX,69,CON,0,0
SSNY,3937,GRASS,0,0
SSOA,66,CON,0,0
SSOD,3215,ASP,0,0
SSOE,4134,ASP,0,0
SSOG,3937,ASP,0,0
SSOI,3822,GRE,0,0
SSOJ,2953,GRASS,0,0
SSOK,3084,GRS,0,0
SSOL,4921,ASP,0,0
SSON,2297,GRS,0,0
SSOQ,3150,GRS,0,0
SSOR,1969,GRS,0,0
SSOS,3117,Sand,0,0
SSOT,5577,GRE,0,0
SSOU,4593,GRE,0,0
SSOY,2625,GRVL,0,0
SSOZ,62,CONC,0,0
SSPA,3694,ASP,0,0
SSPC,4593,GRVL,0,0
SSPD,3937,GRVL,0,0
SSPE,3281,GRVL,0,0
SSPG,4774,ASP,0,0
SSPI,4921,ASP,0,0
SSPL,3281,ASP,0,0
SSPM,4265,ASP,0,0
SSPN,4331,ASP,0,0
SSPO,2428,ASP,0,0
SSPQ,3609,GRS,0,0
SSPR,2953,ASPH,0,0
SSPS,3609,ASP,0,0
SSPT,3937,ASP,0,0
SSPV,3937,ASPH,0,0
SSPX,2953,ASPH,0,0
SSPY,2953,ARG,0,0
SSQA,3937,ASP,0,0
SSQB,2953,ASPH,0,0
SSQC,3937,ASP,0,0
SSQD,69,GRS,0,0
SSQE,59,CON,0,0
SSQF,3281,ASP,0,0
SSQH,69,CON,0,0
SSQI,2756,GRVL,0,0
SSQJ,59,MET,0,0
SSQP,3281,ASP,0,0
SSQR,3281,TER,0,0
SSQS,5249,ASP,0,0
SSQT,4659,ASP,0,0
SSQU,1969,GRE,0,0
SSQV,62,CON,0,0
SSQW,69,MET,0,0
SSQX,69,CON,0,0
SSQY,69,CON,0,0
SSQZ,4265,ASP,0,0
SSRB,2625,GRE,0,0
SSRC,3281,GRE,0,0
SSRE,3937,ASP,0,0
SSRF,4265,ASP,0,0
SSRH,2953,GVL,0,0
SSRJ,3937,ASP,0,0
SSRK,4921,ASP,0,0
SSRM,2789,ASP,0,0
SSRN,3609,GRE,0,0
SSRS,1969,GRE,0,0
SSRU,3609,GRE,0,0
SSRV,66,CON,1,0
SSRW,2444,ASP,0,0
SSRZ,3281,Clay,0,0
SSSA,3281,ASP,0,0
SSSB,4921,ASP,1,0
SSSB,2297,GRS,0,0
SSSC,3871,ASP,0,0
SSSD,4265,GRE,0,0
SSSE,59,CON,0,0
SSSG,3281,GRE,0,0
SSSH,2297,GRS,0,0
SSSI,4921,Earth,0,0
SSSK,2789,Pi├ºarra,0,0
SSSN,82,CON,0,0
SSSO,2133,GRE,0,0
SSSP,3921,GRS,0,0
SSSR,1640,GRE,0,0
SSSS,2297,GRS,0,0
SSST,4396,GRE,0,0
SSSW,2297,GRE,0,0
SSSY,3018,GRE,0,0
SSSZ,3773,ASP,0,0
SSTA,2461,GRS,0,0
SSTB,4495,ASP,0,0
SSTC,66,GRS,0,0
SSTD,1345,GRE,0,0
SSTF,3282,Earth,0,0
SSTG,1969,GRS,0,0
SSTH,3609,ASP,0,0
SSTI,1804,TER,0,0
SSTJ,1969,GRE,0,0
SSTK,2625,GRE,0,0
SSTP,3937,TER,0,0
SSTQ,3281,TER,0,0
SSTS,2461,GRS,0,0
SSTT,59,CONC,0,0
SSTU,3281,GRS,0,0
SSTY,4921,GRE,0,0
SSUA,2953,GRE,0,0
SSUC,2953,GRS,0,0
SSUF,69,CON,1,0
SSUG,66,CON,0,0
SSUH,66,GRS,0,0
SSUJ,66,CON,0,0
SSUL,2297,GRS,0,0
SSUM,4692,ASP,1,0
SSUN,62,CON,0,0
SSUO,69,CON,0,0
SSUP,59,CON,0,0
SSUR,3399,GRS,0,0
SSUS,3281,GVL,0,0
SSUU,2953,GRE,0,0
SSUV,3281,ASP,0,0
SSUY,4331,ASP,0,0
SSVA,1673,ASP,0,0
SSVB,1575,GRS,0,0
SSVE,2953,GRS,0,0
SSVG,3117,GVL,0,0
SSVH,3937,GRS,0,0
SSVI,4594,ASP,0,0
SSVK,3281,GRS,0,0
SSVL,2953,GRS,0,0
SSVN,3281,Clay,0,0
SSVO,3281,ASP,0,0
SSVS,59,CONC,0,0
SSVU,4196,PI├ç,0,0
SSVV,2625,GVL,0,0
SSVW,2822,GRE,0,0
SSVY,2625,GRS,0,0
SSVZ,72,CONC,0,0
SSWG,59,MTAL,0,0
SSWH,2625,GRASS,0,0
SSWI,79,CONC,0,0
SSWJ,66,GRASS,0,0
SSWM,3740,GRS,0,0
SSWP,4921,ASP,0,0
SSWR,3281,GVL,0,0
SSWS,3281,Earth,0,0
SSWS,2690,GRE,0,1
SSWU,69,CON,0,0
SSWV,2789,GRS,0,0
SSWW,1673,GRS,0,0
SSWY,79,CONC,1,0
SSWZ,2723,GRE,0,0
SSXA,2297,GRS,0,0
SSXB,2789,GRS,0,1
SSXB,3934,GRS,0,0
SSXD,3937,GRE,0,0
SSXF,59,CON,0,0
SSXH,5709,ASP,0,0
SSXI,4265,GRE,0,0
SSXJ,98,CON,0,0
SSXL,2953,GRS,0,0
SSXM,2953,GRE,0,0
SSXN,3609,ASP,0,0
SSXO,3281,ASP,0,0
SSXQ,2953,GRE,0,0
SSXS,62,CON,0,0
SSXT,62,CON,0,0
SSXV,3281,GRE,0,0
SSXW,2953,ASP,0,0
SSXX,3773,ASP,0,0
SSXZ,2953,GRE,0,0
SSYA,3445,GVL,0,0
SSYC,2625,GRE,0,0
SSYD,5906,GVL,0,0
SSYE,1969,GRS,0,0
SSYF,3937,GRE,0,0
SSYG,69,CON,0,0
SSYJ,69,CON,0,0
SSYL,3937,GRS,0,0
SSYO,2297,GRE,0,0
SSYQ,2133,GRS,0,0
SSYR,3445,GRE,0,0
SSYS,2625,GRE,0,0
SSYT,3002,ASP,0,0
SSYU,2297,GRE,0,0
SSYV,3281,GRE,0,0
SSYW,3281,ASP,0,0
SSYY,3281,GRE,0,0
SSYZ,4757,GRS,0,0
SSZA,1969,GRS,0,0
SSZC,3937,GRS,0,0
SSZF,2165,GRS,0,0
SSZG,3281,GRE,0,0
SSZH,4265,GRS,0,0
SSZI,62,ASP,0,0
SSZL,3281,GRS,0,0
SSZM,2297,GRS,0,0
SSZN,1312,GRE,0,0
SSZO,3281,GVL,0,0
SSZP,2953,GRE,0,0
SSZQ,4757,ASP,0,0
SSZR,3937,ASP,0,0
SSZT,3937,GRE,0,0
SSZU,3281,GRE,0,0
SSZW,3117,GRE,0,0
SU01,1377,Grass,0,0
SUAA,4101,CON,1,0
SUAG,4183,UNK,0,0
SUAN,4100,GRS,0,0
SUCA,4495,Concrete,0,0
SUCD,2559,GRS,0,0
SUCD,1772,GRS,0,0
SUCH,2789,GRS,0,0
SUCL,5577,GRS,0,0
SUCM,3478,GRE,0,0
SUCN,2297,GRS,0,0
SUCN,3281,GRS,0,0
SUCN,1476,GRS,0,0
SUDU,7477,PEM,1,0
