airport_ident,length_ft,surface,lighted,closed
GB-1056,,G,0,0
GB-1057,2198,G,0,0
GB-1095,5100,Concrete,0,1
GB-1095,4200,Concrete,0,1
GB-1095,4200,Concrete,0,1
GB-1098,4187,Concrete,0,1
GB-1098,5627,Concrete,0,1
GB-1098,4192,Concrete,0,1
GB-1102,1640,Grass,0,0
GB-1170,328,GRS,0,0
GB-1211,7519,ASP,1,0
GB-1212,9495,ASP,1,0
GB-1213,7828,ASP,1,0
GB-1213,5991,ASP,1,0
GB-1214,2641,ASP,1,0
GB-1214,3809,ASP,1,0
GB-1215,9029,ASP,1,0
GB-1216,2070,GRS,0,0
GB-1216,3458,ASP,0,0
GB-1217,4462,ASP,1,0
GB-1218,7582,ASP,1,0
GB-1219,3973,ASP,1,0
GB-1220,8094,CON,1,0
GB-1221,3593,ASP,0,0
GB-1221,5459,ASP,0,0
GB-1222,8255,ASP,0,1
GB-1222,2621,GRS,0,0
GB-1222,1365,ASP,0,0
GB-1222,2500,ASP,0,1
GB-1223,4469,ASP,0,1
GB-1223,6096,ASP,1,0
GB-1224,9004,ASP,1,0
GB-1225,8990,ASP,1,0
GB-1226,6020,ASP,1,0
GB-1226,4394,ASP,1,0
GB-1227,3599,ASP,0,0
GB-1229,1755,,0,0
GB-1229,1805,,0,0
GB-1232,1804,Grass,0,0
GB-1233,1224,Grass,1,0
GB-1234,2870,TURF,0,0
GB-1236,3300,C,0,0
GB-1237,2500,Asphalt,0,1
GB-1240,1864,Asphalt,0,0
GB-1240,2077,Asphalt,0,0
GB-1241,3280,Grass,0,0
GB-1244,7500,Asphalt,0,1
GB-1247,2395,grass,0,0
GB-1247,2838,Grass,0,0
GB-1249,8999,Concrete,0,0
GB-1249,6001,Concrete,0,0
GB-1249,6001,Concrete,0,0
GB-1273,1958,Asphalt,0,0
GB-1275,2788,,0,0
GB-1278,1640,,0,0
GB-1279,2493,G,0,0
GB-1280,1995,Asphalt,0,0
GB-1281,4265,Grass,0,0
GB-1282,2788,Grass,0,0
GB-1319,1640,Grass,0,1
GB-1319,1181,Grass,0,1
GB-DOC,2460,Grass,0,0
GB-FOA,1252,,0,0
GB-OUK,1195,,0,0
GB-PSV,1450,GVL,0,0
GB-ULL,2559,Grass,0,0
GBYD,11811,ASP,1,0
GCFV,11598,ASP,1,0
GCGM,4921,ASP,1,0
GCHI,4101,ASP,1,0
GCLA,7218,ASP,1,0
GCLP,10171,ASP,1,0
GCLP,10171,ASP,1,0
GCRR,7874,ASP,1,0
GCTS,10499,ASP,1,0
GCXO,10404,ASP,1,0
GDY,2256,ASPH-G,1,0
GE00,5000,WATER,0,0
GE01,2500,TURF,0,0
GE02,70,CONC-GRVL,1,0
GE04,1600,TURF,0,0
GE05,2400,TURF,0,0
GE11,2800,TURF,0,0
GE12,4693,TURF,0,0
GE14,20,CONC,0,0
GE15,800,Turf,0,0
GE20,1500,Turf,0,0
GE21,3350,Turf,0,0
GE22,30,CONC,0,0
GE24,45,ALUMINUM,1,0
GE25,2500,TURF,0,0
GE26,2000,TURF,0,0
GE27,2800,TURF,0,0
GE28,50,CONC,1,0
GE30,1900,TURF,1,0
GE33,1300,TURF,0,0
GE34,20,ROOF-TOP,1,0
GE35,1400,TURF,0,0
GE53,2461,Turf,0,0
GE61,1000,,0,0
GE72,1002,Turf,0,0
GE72,834,Turf,0,0
GE92,12,CON,0,0
GE99,5069,CONC,0,0
GECE,787,ASP,1,0
GEML,4701,ASP,1,0
GF-0001,3630,Asphalt,0,0
GF-0003,1940,Dirt,0,0
GF-0011,3281,WAT,0,0
GF-0013,3281,WAT,0,0
GFLL,10498,ASP,1,0
GG64,3958,ASP,0,0
GGCF,6231,BIT,0,0
GGOV,10499,ASP,1,0
GL-0003,,ICE,0,0
GL-0006,15000,ICE,0,0
GL-0016,1500,Gravel,0,1
GL-0017,131,ASP,0,0
GLMR,6000,ASP,1,0
GLRB,11000,ASP,1,0
GMAA,9547,ASP,0,0
GMAD,10499,ASP,1,0
GMAT,6562,ASP,1,0
GMFB,10499,ASP,0,0
GMFF,10499,ASP,1,0
GMFI,6920,ASP,0,0
GMFK,10499,ASP,1,0
GMFM,6420,ASP,0,0
GMFM,9252,ASP,1,0
GMFO,9843,BIT,1,0
GMFO,9843,ASP,1,0
GMMA,9850,ASP,0,0
GMMB,10085,ASP,0,0
GMMD,8169,ASP,1,0
GMME,11483,ASP,1,0
GMMH,9842,ASP,1,0
GMMI,8553,BIT,1,0
GMML,8861,ASP,1,0
GMML,8202,ASP,1,0
GMMN,12205,ASP,1,0
GMMN,12205,ASP,1,0
GMMT,3687,asphalt,0,0
GMMW,9842,ASP,1,0
GMMX,10170,ASP,1,0
GMMY,6035,ASP,0,0
GMMY,7995,CON,1,0
GMMZ,9842,ASP,1,0
GMSL,11302,ASP,1,0
GMTA,10511,ASP,1,0
GMTN,7546,CON,1,1
GMTN,10784,CON,0,0
GMTT,6562,ASP,0,1
GMTT,11483,ASP,1,0
GN-0003,4642,ASP,0,0
GNU,2835,GRVL-F,0,0
GO66,5230,SAN,0,0
GOBD,11483,ASP,1,0
GODK,4927,ASP,0,0
GOGG,5069,ASP,1,0
GOGS,6573,ASP,1,0
GOOK,5249,ASP,0,0
GOOY,4866,ASP,0,1
GOOY,11450,ASP,1,0
GOSR,5085,,0,0
GOSS,4300,GRE,0,1
GOSS,6230,ASP,1,0
GOTB,5741,MAC,1,0
GOTK,5906,ASP,1,0
GOTT,6562,ASP,1,0
GP-0004,984,WAT,0,0
GQNA,5245,BIT,0,0
GQND,5249,ASP,0,0
GQNF,8202,ASP,0,0
GQNI,6890,ASP,1,0
GQNK,8202,ASP,0,0
GQNO,7875,concrete,1,0
GQNO,11155,concrete,1,0
GQNS,5249,MAC,0,0
GQPA,9855,ASP,1,0
GQPP,7961,ASP,1,0
GQPT,7515,ASP,0,0
GQPZ,8202,ASP,0,0
GR-0001,2461,compacted earth,0,0
GR-0009,1936,Grass,0,0
GR-0014,2230,Asphalt,0,0
GR-0095,3412,ASP,0,0
GR-0096,9875,ASP,1,0
GR-0097,4275,ASP,1,0
GT-0037,4200,Dirt,0,1
GT-0038,5600,Dirt,0,0
GT-0039,7000,Dirt,0,0
GUBE,6000,asphalt,0,0
GUCY,10826,ASP,1,0
GUFA,5249,ASP,0,0
GUFH,7595,ASP,0,0
GUGO,5249,dirt,0,0
GUKR,5118,ASP,0,0
GUKU,5922,dirt,0,0
GULB,9843,dirt,0,0
GUMA,4921,GRS,0,0
GUNZ,4921,dirt,0,0
GUOK,5052,dirt,0,0
GUSA,3773,dirt,0,0
GUSB,4921,dirt,0,0
GUSI,4905,GVL,0,0
GUXN,9843,ASP/GVL,0,0
GVAC,9843,ASP,1,0
GVAC,4921,ASP,0,1
GVAN,1476,ASP,0,0
GVBA,6890,ASP,0,0
GVMA,3937,ASP,0,0
GVNP,6890,ASP,0,0
GVNP,4209,ASP,1,1
GVNP,6876,ASP,1,1
GVSF,3937,UNK,0,0
GVSN,4593,ASP,0,0
GVSV,6561,ASP,1,0
H07,2692,TURF-G,0,0
H11,5000,WATER,0,0
H27,1895,TURF-G,1,0
H27,1645,TURF-G,0,0
H28,4440,TURF-G,0,0
H43,50,ASPH,1,0
H47,2980,ASPH-G,1,0
H49,2450,TURF-E,1,0
H57,2050,ASPH-G,1,0
H63,15000,WATER,0,0
H66,2500,ASPH-P,0,0
H66,2440,TURF-P,0,1
H75,3340,TURF-G,1,0
H77,10000,WATER,0,0
H80,2400,TURF-G,0,0
H97,2130,TURF-G,0,0
HAAB,12139,ASP,1,0
HAAB,12467,ASP,1,0
HAAL,3839,ASP,0,0
HAAM,9170,ASP,1,0
HAAX,7874,ASP,1,0
HABD,9842,PEM,1,0
HAD,3810,DIRT-G,0,0
HADR,8791,ASP,1,0
HAGM,8248,CON,0,0
HAGN,9072,ASP,1,0
HAGO,7505,PEM,0,0
HAGR,3900,Soft,0,0
HAGR,3900,Soft,0,0
HAHM,5940,ASP,0,0
HAJJ,8202,Asphalt,0,0
HAJM,6562,ASP,0,0
HAKD,8202,Concrete,0,0
HALA,9843,ASPH,0,0
HALL,7990,ASP,1,0
HAMK,11825,ASP,1,0
HASO,8218,ASP,0,0
HBBA,,UNK,0,0
HBBA,11811,ASP,1,0
HBBE,3117,UNK,0,0
HCMC,3610,,0,0
HCMD,4017,sand,0,0
HCME,3445,Graded earth,0,0
HCMF,3550,SAN,0,0
HCMF,7874,ASP,0,0
HCMH,12139,ASP,1,0
HCMI,13582,ASP,0,0
HCMK,12139,ASP,0,0
HCMM,10446,ASP,0,0
HCMN,7218,Gravel,0,0
HCMW,6562,ASP,0,0
HDAM,10335,PEM,1,0
HDCH,7795,ASP,0,0
HDDK,5770,ASP,0,0
HE11,6562,ASP,1,0
HE12,8481,ASP,0,0
HE12,8646,ASP,0,0
HE17,9863,ASP,0,0
HE18,9837,ASP,0,0
HE18,9864,ASP,0,0
HE19,6555,ASP,0,0
HE20,7835,ASP,0,0
HE21,7000,ASP,0,0
HE23,9500,ASP,0,0
HE25,9842,ASP,0,0
HE25,9842,ASP,0,0
HE27,9840,ASP,0,0
HE28,9925,ASP,1,0
HE28,10568,ASP,0,0
HE30,7847,ASP,0,0
HE30,9078,ASP,0,0
HE31,5750,ASP,1,0
HE32,9084,ASP,1,0
HE32,9047,ASP,0,0
HE33,6583,ASP,0,0
HE34,8805,ASP,0,0
HE34,8805,ASP,0,0
HE35,9752,ASP,0,0
HE35,9712,ASP,0,0
HE36,8241,ASP,0,0
HE37,11480,ASP,0,0
HE37,5100,ASP,0,0
HE37,8200,ASP,0,0
HE37,9960,ASP,0,0
HE37,5140,ASP,0,0
HE38,9886,ASP,0,0
HE38,9886,ASP,0,0
HE39,9855,ASP,0,0
HE39,9857,ASP,0,0
HE39,9836,ASP,0,0
HE40,9882,ASP,0,0
HE40,9882,ASP,1,0
HE41,9855,ASP,0,0
HE41,9853,ASP,0,0
HE42,9054,ASP,0,0
HE46,2623,ASP,0,0
HEAL,11479,ASP,1,0
HEAR,9905,ASP,1,0
HEAR,9905,ASPH,1,0
HEAT,9905,ASP,1,0
HEAZ,3917,ASP,0,0
HEAZ,6726,ASP,1,0
HEBA,11156,ASP,1,0
HEBA,1347,ASP,0,1
HEBA,1347,ASP,0,1
HEBL,9843,ASP,1,0
HEBS,11565,ASP,0,0
HEBS,9843,ASP,0,0
HECA,13120,Asphalt,1,0
HECA,10830,Asphalt,1,0
HECA,13124,Asphalt,1,0
HECP,10600,ASP,1,0
HECP,11000,ASP,0,0
HECW,9125,ASP,1,0
HECW,11939,ASP,1,0
HEDK,8166,ASP,0,0
HEGN,13171,ASP,1,0
HEGN,13168,ASPHALT,1,0
HEGO,5249,ASP,1,0
HEGR,7874,ASP,0,0
HEGR,7874,ASP,0,1
HEGS,9460,ASP,1,0
HEGS,9473,ASP,1,0
HEIS,10555,ASP,0,0
HEKG,11483,ASP,1,0
HELX,9843,ASP,1,0
HEMA,11253,ASP,1,0
HEMM,9843,ASP,0,0
HEMM,9843,ASP,0,0
HEO,1411,Grassed brown clay,0,0
HEOC,6562,ASP,0,0
HEOW,11483,ASP,0,0
HEPS,7707,ASP,1,0
HESC,6939,ASP,0,0
HESG,9843,Asphalt,0,0
HESH,10108,ASP,1,0
HESH,10108,ASP,1,0
HESN,11161,ASP,1,0
HESW,5905,ASP,0,0
HESX,12421,ASP,1,0
HETB,,UNK,0,0
HETB,13123,ASP,1,0
HETB,13123,ASP,1,1
HETR,9843,ASP,1,0
HEY,467,ASPH,1,0
HGT,570,CONC,1,0
HHAS,9842,ASP,1,0
HHAS,5951,ASP,0,0
HHMS,11384,CON,1,0
HHSB,11531,ASP,0,0
HI01,3560,ASPH-F,1,0
HI03,1600,ASPH,0,0
HI04,86,ASPH,0,0
HI05,1800,ASPH-G,0,0
HI07,26,ASPH-G,0,0
HI12,55,CONC,1,0
HI18,40,CONC,0,0
HI23,1800,ASPH-GRVL,0,0
HI24,52,ASPH,0,0
HI25,2000,GRVL-TRTD,0,0
HI27,1400,ASPH,0,0
HI28,1650,GRVL-TRTD,0,0
HI33,2400,ASPH,0,0
HI38,61,CONC,0,0
HI40,90,CONC,0,0
HI46,2000,ASPH-CONC,0,0
HI49,1920,TURF,1,0
HI50,232,CONC,0,0
HI52,90,ASPH,0,0
HI53,65,TURF,0,0
HI55,40,CONC,0,0
HI57,60,ASPH,0,0
HI58,125,ASPH,0,0
HJJJ,10171,ASP,1,0
HK-0099,11122,Asphalt,1,1
HKAM,3284,ASP,0,0
HKEL,11480,ASP,1,0
HKEM,5246,Asphalt,0,0
HKGA,3556,asphalt,0,0
HKJK,13507,ASP,1,0
HKKG,3420,BIT,0,0
HKKI,10823,ASP,1,0
HKKT,4757,ASP,0,0
HKKU,3116,ASP,0,0
HKLK,6195,ASP,0,0
HKLO,,UNK,0,0
HKLO,1645,GRE,0,0
HKLO,3281,ASP,0,0
HKLU,3054,GRE,0,0
HKLU,3054,GRE,0,0
HKLU,6561,ASP,0,0
HKMA,3609,UNK,0,0
HKML,3701,UNK,0,0
HKML,4600,UNK,0,0
HKMO,10991,ASP,1,0
HKMO,4473,ASP,0,0
HKMS,3450,,0,0
HKMY,4265,UNK,0,0
HKNV,3616,BIT,0,0
HKNW,4798,ASP,1,0
HKNW,5052,ASP,0,0
HKRE,7998,ASP,1,0
HKSB,2650,,0,0
HKUK,3851,,0,0
HKWJ,9193,ASP,0,0
HL2,6000,WATER,0,0
HL50,5160,ASP,0,0
HL50,2045,SAN,0,0
HL53,3261,ASP,0,0
HL54,5905,ASP,0,0
HL56,11013,ASP,1,0
HL56,7491,ASP,0,0
HL57,5166,ASP,0,0
HL57,11975,ASP,0,0
HL58,3360,ASP,0,0
HL59,11838,CON,1,0
HL60,4275,ASP,0,0
HL64,3280,ASP,0,0
HL66,11130,ASP,0,0
HL68,11155,ASP,1,0
HL69,13729,CON,0,0
HL70,11811,ASP,0,0
HL71,4920,CON,0,0
HL72,6515,ASP,0,0
HL77,10500,ASP,0,0
HL77,10500,ASP,0,0
HL78,5855,SAN,0,0
HL78,7758,ASP,0,0
HL79,12480,ASP,0,0
HL80,6890,ASP,1,0
HL81,7767,ASP,1,0
HL81,6963,ASP,0,0
HL82,3215,SAN,0,0
HL82,6160,ASP,0,0
HL83,12790,ASP,0,0
HL84,7218,ASP,0,0
HLAM,3452,ASP,0,0
HLAM,5700,ASP,0,0
HLAM,3324,SAN,0,0
HLBD,7495,ASP,0,0
HLFL,7051,ASP,1,0
HLGD,11807,ASP,0,0
HLGD,11807,ASP,0,0
HLGL,3302,ASP,0,0
HLGL,6575,ASP,1,0
HLGT,6643,ASP,0,0
HLGT,11811,ASP,1,0
HLKF,12007,ASP,1,0
HLKF,12007,ASP,1,0
HLLB,11732,ASP,1,0
HLLB,11731,ASP,1,0
HLLM,6000,ASP,0,1
HLLM,11155,ASP,1,0
HLLQ,6214,ASP,0,0
HLLQ,11824,ASP,0,0
HLLS,5596,ASP,0,1
HLLS,11778,ASP,1,0
HLMB,7220,ASP,0,0
HLMS,11155,ASPHALT,0,0
HLNF,4985,COP,0,0
HLNF,6295,ASP,0,0
HLNR,9910,ASP,0,0
HLON,5905,ASP,0,0
HLRA,6880,ASP,0,0
HLSA,7220,ASP,0,0
HLTD,6516,ASP,0,0
HLTD,11811,ASP,0,0
HLTQ,9895,ASP,0,0
HLTQ,9835,ASP,0,0
HLTQ,9865,ASP,0,0
HLWA,3815,ASP,0,0
HLWA,6918,ASP,0,0
HLZA,4505,GVL,0,0
HLZA,7050,ASP,0,0
HLZG,5940,ASP,0,0
HLZU,5496,ASP,0,0
HLZU,5725,ASP,0,0
HLZW,5906,ASP,0,0
HN-0003,2500,Grass,0,0
HN-0007,4100,GRS,0,1
HN-0023,2132,GRASS,0,0
HR-0020,2625,Water,0,0
HR-0032,3385,ASP,0,0
HR-0033,3937,ASP,0,0
HR-0034,9022,CON,0,0
HRYG,3330,ASP,0,0
HRYI,4000,'asphalt',0,0
HRYR,11483,ASP,1,0
HRYU,4000,grass,0,0
HRZA,4921,ASP,0,0
HSAK,3500,,0,0
HSAT,5905,UNK,0,0
HSDB,4595,graded earth,0,0
HSDN,9843,ASP,1,0
HSDZ,9020,ASP,1,0
HSFA,8202,Asphalt,0,0
HSFS,9744,ASP,1,0
HSFS,5010,GVL,0,0
HSGN,5305,UNK,0,0
HSGN,6194,UNK,0,0
HSKA,8202,ASP,1,0
HSLI,8375,ASP,0,0
HSMN,13186,Asphalt,1,0
HSMR,4921,UNK,0,0
HSNN,9880,ASP,1,0
HSOB,9843,ASP,1,0
HSPN,8202,ASP,1,0
HSSG,9829,asphalt,0,0
HSSK,9751,Asphalt,1,0
HSSM,6562,ASP,0,0
HSSW,6562,gravel,0,0
HSWW,8202,ASP,0,0
HT-0005,1936,GVL,0,0
HTAR,5377,BIT,0,0
HTBU,4535,Asphalt,1,0
HTDA,9843,ASP,1,0
HTDA,3280,ASP,0,0
HTDO,6700,ASP,0,0
HTGW,10925,ASP,0,0
HTIR,5508,ASP,0,0
HTKA,5797,UNK,0,0
HTKI,5906,GRS,0,0
HTKJ,11834,ASP,1,0
HTLM,4003,BIT,0,0
HTMA,5348,ASP,0,0
HTMB,4921,,0,0
HTMT,7410,ASP,0,0
HTMT,3815,GRE,0,0
HTMU,5249,Hard,0,0
HTMW,10212,ASP,1,0
HTPE,5003,ASP,1,0
HTSN,7480,GVL,0,0
HTSU,,,0,0
HTTG,4160,ASP,1,0
HTZA,9915,ASP,1,0
HU-0001,2133,GRS,0,0
HU-0002,2625,CON,0,0
HU-0006,2600,Grass,0,0
HU-0009,2625,GRS,0,0
HU-0017,2461,GRS,0,0
HU-0021,2034,grass,0,0
HU-0023,2608,GRS,0,0
HU-0025,580,grass,0,0
HU-0029,2290,GRS,0,0
HU-0029,2630,GRS,0,0
HU-0033,1427,GRS,0,0
HU-0036,3281,GRS,0,0
HU-0040,1967,Grass,0,0
HU-0074,6740,CON,0,0
HU-0075,2625,GRS,0,0
HU-0077,2789,grass,0,0
HUAJ,3710,GRE,0,0
HUAR,5600,Unpaved,0,0
HUEN,7900,ASP,0,0
HUEN,12000,ASP,1,0
HUGG,5055,Gravel,0,0
HUGU,10314,ASP,0,0
HUKJ,3630,dirt,0,0
HUKS,5151,UNK,0,0
HUMA,5446,GVL,0,0
HUPA,5774,Murram,0,0
HUSO,6100,ASP,0,0
HUSO,2525,GRE,0,1
HWI,10000,WATER,0,0
HYL,10000,WATER,0,0
HYL,6000,WATER,0,0
I04,10000,WATER,0,0
I08,1750,TURF-DIRT-F,0,0
I19,4500,ASPH-F,1,0
I27,1705,TURF-G,0,0
I41,2300,TURF-G,0,0
I42,2773,ASPH-G,1,0
I44,2900,ASPH-G,0,0
I61,4000,TURF-F,1,0
I62,2500,ASPH-P,1,0
I72,3000,TURF-G,0,0
I80,3580,TURF-G,1,0
I83,2738,ASPH-G,1,1
I83,3000,ASP,1,0
I91,2300,TURF-F,0,0
I96,2600,ASPH-G,1,0
I99,2591,ASPH-P,0,0
IA00,1900,TURF,0,0
IA01,2600,TURF,0,0
IA04,45,CONC,1,0
IA08,2620,TURF,0,0
IA09,54,CONC,1,0
IA10,60,CONC,0,0
IA11,1000,TURF,0,0
IA13,43,CONC,0,0
IA16,1800,TURF,0,0
IA17,2000,TURF,0,0
IA19,55,CONC,0,0
IA23,2540,TURF-P,1,0
IA24,4000,ASPH-TURF,1,0
IA27,2350,TURF-G,0,0
IA29,40,CONC,0,0
IA30,1500,TURF,0,0
IA31,2390,TURF-G,0,0
IA32,1800,TURF-F,0,0
IA34,50,CONC,0,0
IA35,2400,TURF,0,0
IA37,40,CONC,0,0
IA40,30,CONC,0,0
IA41,2350,TURF,0,0
IA44,550,TURF,0,0
IA46,35,CONC,0,0
IA48,2100,TURF,0,0
IA54,2000,TURF,0,0
IA55,25,CONC,0,0
IA56,2500,TURF,0,0
IA57,30,CONC,0,0
IA58,2400,TURF,1,0
IA63,1800,TURF,0,0
IA64,68,CONC,0,0
IA64,66,CONC,0,0
IA64,75,CONC,0,0
IA64,70,CONC,0,0
IA66,2215,TURF-G,1,0
IA67,58,CONC,0,0
IA69,5000,TURF,0,0
IA70,2900,TURF,0,0
IA71,50,CONC,0,0
IA72,50,ASPH,0,0
IA73,50,CONC-TRTD,0,0
IA74,50,CONC,0,0
IA78,59,CONC,0,0
IA79,60,CONC,1,0
IA8,2700,TURF-F,1,0
IA80,2400,TURF,1,0
IA81,50,ASPH-CONC,0,0
IA82,40,CONC,0,0
IA82,60,CONC,0,0
IA83,2590,TURF,1,0
IA84,2320,TURF-P,0,0
IA85,1200,TURF,0,0
IA86,2000,TURF,0,0
IA88,100,TURF,0,0
IA89,30,CONC,0,0
IA90,40,CONC,1,0
IA91,50,CONC,0,0
IA92,50,CONC,0,0
IA95,30,CONC,0,0
IA96,60,CONC,0,0
IA98,52,ASPH,0,0
IA99,40,CONC,0,0
IBN,2000,GRVL-DIRT,0,0
ID-0003,4724,,0,1
ID-0003,,,0,0
ID-0010,,GRE,0,0
ID-0012,4593,,0,0
ID-0017,3806,ASP,0,1
ID-0022,1635,grass,0,0
ID-0023,1315,Grass,0,0
ID-0024,1968,Sand/grass,0,0
ID-0025,,GRE,0,0
ID-0026,1640,Grass,0,0
ID-0027,1706,Grass/gravel,0,0
ID-0028,1479,Grass Dirt,0,0
ID-0029,1601,GRS,0,0
ID-0030,1659,GRS,0,0
ID-0031,1745,GRS,0,0
ID-0032,1600,Clay/grass,0,0
ID-0033,1476,GRS,0,0
ID-0034,2247,Gravel/grass,0,0
ID-0036,2099,"Gravel/grass, First 410m of RWY 23 paved",0,0
ID-0038,1375,Gravel,0,0
ID-0039,2625,Rock/Gravel/Clay,0,0
ID-0040,1972,Hard mud,0,0
ID-0042,1378,Grass/Clay,0,0
ID-0043,1440,GRS,0,0
ID-0044,2707,GRS,0,0
ID-0045,1980,GRS,0,0
ID-0046,1620,GRS,0,0
ID-0047,1886,GRS,0,0
ID-0049,1601,GRS,0,0
ID-0050,2411,Clay/grass,0,0
ID-0051,1751,Grass/rolled earth,0,0
ID-0052,1601,GRS,0,0
ID-0053,1650,Hard clay,0,0
ID-0054,1476,GRS,0,0
ID-0055,1407,GRS,0,0
ID-0056,1332,GRS,0,0
ID-0057,1640,GRS,0,0
ID-0058,1283,GRS,0,0
ID-0059,1801,Grass over hard gravel,0,0
ID-0060,1329,Rocky gravel,0,0
ID-0061,1469,Sod with gravel & sand,0,0
ID-0062,1640,GRS,0,0
ID-0063,1453,GRS,0,0
ID-0064,1800,GRS,0,0
ID-0065,2296,Grass/red clay,0,0
ID-0066,2233,GRS,0,0
ID-0067,1895,GRS,0,0
ID-0068,1909,Grass/sandy soil,0,0
ID-0069,2789,Sand/grass,0,0
ID-0070,1632,GRS,0,0
ID-0071,1385,GRS,0,0
ID-0072,1804,GRS,0,0
ID-0073,2440,GRS,0,0
ID-0074,1500,GRS,0,0
ID-0075,1450,Sod over hard clay,0,0
ID-0076,1310,Dirt/grass,0,0
ID-0077,1710,GRS,0,0
ID-0078,2087,Sand/clay,0,0
ID-0079,1505,Grass/dirt,0,0
ID-0080,1335,GRS,0,0
ID-0081,2329,GRS,0,0
ID-0082,1798,GRS,0,0
ID-0083,1788,Gravel/soil,0,0
ID-0084,2958,ASP,0,0
ID-0085,1590,GRS,0,0
ID-0086,1274,Graded earth,0,0
ID-0087,1600,GRS,0,0
ID-0088,2349,GRS,0,0
ID-0089,1903,Grass/gravel,0,0
ID-0090,1415,GRS,0,0
ID-0091,1463,Gravel,0,0
ID-0092,1350,GRS,0,0
ID-0093,1312,GRS,0,0
ID-0094,1312,Clay/grass,0,0
ID-0095,1476,Clay/grass,0,0
ID-0097,1595,Clay/grass,0,0
ID-0098,1360,GRS,0,0
ID-0099,1411,GRS,0,0
ID-0100,1400,GRS,0,0
ID-0101,1450,GRS,0,0
ID-0104,1719,Grass/clay,0,0
ID-0105,1585,GRS,0,0
ID-0106,1673,GRS,0,0
ID-0107,1378,GRS,0,0
ID-0108,1706,Clay/grass,0,0
ID-0109,1450,GRS,0,0
ID-0110,1640,Gravel,0,0
ID-0111,1427,GRS,0,0
ID-0113,1612,GRS,0,0
ID-0114,1295,GRS,0,0
ID-0116,1550,Grass/Moss,0,0
ID-0117,1601,GRS,0,0
ID-0118,2090,Grass over rock,0,0
ID-0119,2139,GRS,0,0
ID-0121,,GRS,0,0
ID-0124,1535,Gravel,0,0
ID-0125,10980,Coral,0,0
ID-0126,1969,GRS,0,0
ID-0128,1170,Grass/dirt,0,0
ID-0129,1640,GRS,0,0
ID-0130,1519,Gravel/dirt,0,0
ID-0136,1405,GRS,0,0
ID-0138,1400,Grass/gravel,0,0
ID-0139,2953,Asphalt/Concrete,0,0
ID-0141,1312,GRS,0,0
ID-0142,1738,GRS,0,0
ID-0143,1779,GRS,0,0
ID-0145,1312,GRS,0,0
ID-0146,1624,GRS,0,0
ID-0147,1575,GRS,0,0
ID-0148,1877,GRS,0,0
ID-0149,2198,GRS,0,0
ID-0150,2296,GRS,0,0
ID-0151,1388,Gravel,0,0
ID-0152,1509,GRS,0,0
ID-0153,1800,GRS,0,0
ID-0154,1374,GRS,0,0
ID-0156,1865,GRS,0,0
ID-0157,1100,GRS,0,0
ID-0158,,GVL,0,0
ID-0159,1319,GVL,0,0
ID-0161,1621,Grass/Clay,0,0
ID-0162,,GRS,0,0
ID-0163,1642,Grass over clay,0,0
ID-0164,1911,GRS,0,0
ID-0165,1968,Gravel/grass,0,0
ID-0166,1400,Clay,0,0
ID-0167,1560,Grass over gravel,0,0
ID-0171,,GRS,0,0
ID-0173,1132,,0,0
ID-0175,1378,GRS,0,0
ID-0176,1450,Grass/Gravel,0,0
ID-0177,,Grass/Sand,0,0
ID-0179,,GRS,0,0
ID-0180,,GRS,0,0
ID-0181,,Coral,0,0
ID-0212,1800,GRS,0,0
ID-0231,6234,ASP,0,1
ID-0231,8120,ASP,1,1
ID-0232,951,GRS,0,0
ID-0233,,,0,0
ID-0250,1286,Dirt,0,0
ID-0269,,,0,0
ID-0273,3020,ASP,0,0
ID-0277,10827,ASP,1,0
ID-0279,,,0,0
ID-0280,984,Dirt,0,0
ID-0281,1444,,0,0
ID-0319,6853,ASP,1,0
ID-0320,5414,ASP,1,1
ID-0320,8202,ASPH,0,0
ID-0323,2050,GRS,0,0
ID-0324,,GRS,0,0
ID-0327,,,0,0
ID-0328,2133,ASP,0,0
ID-0330,1595,GRS,0,0
ID-0336,2953,ASP,0,0
ID-0339,4593,ASP,0,0
ID-0340,7040,CON,1,0
ID-0341,4256,ASP,0,0
ID-0343,2133,Coral,0,0
ID-AAS,,GRS,0,0
ID-AGD,1590,Grass,0,0
ID-AHI,3281,CON,0,0
ID-ELR,2227,Grass/gravel,0,0
ID-EWE,1969,Grass,0,0
ID-IUL,2297,ASP,0,0
ID-KRC,5906,Asphalt,0,0
ID-LLN,2530,Grass/gravel,0,0
ID-OBD,2503,Gravel,0,0
ID-PUM,3280,,0,0
ID-RKI,4921,ASP,1,0
ID-RKI,2789,ASP,0,1
ID-TMY,2165,ASP,0,0
ID-TMY,1100,,0,1
ID-ZGP,1969,ASP,0,0
ID00,2800,ASPH,0,0
ID01,2400,TURF,0,0
ID02,200,CONC,0,0
ID03,60,CONC,0,0
ID05,3500,TURF,0,0
ID07,1800,TURF,0,0
ID12,2700,TURF,1,0
ID13,1400,TURF,0,0
ID14,30,CONC,0,0
ID16,4000,GRVL-F,0,0
ID17,3900,TURF-DIRT,0,0
ID18,95,CONC-G,0,0
ID19,1900,ASPH,0,0
ID20,40,CONC,0,0
ID21,1800,TURF-DIRT,0,0
ID22,3000,TURF,0,0
ID23,2600,GRVL-G,0,0
